date,portfolio_value,max_weight_deviation,turnover,transaction_cost,rebalanced
2025-09,101.46,0.00618,0.0,0.0,False
2025-10,100.68414,0.00145,0.0,0.0,False
2025-11,102.370837,0.00809,0.0,0.0,False
2025-12,103.102791,0.008006,0.0,0.0,False
2026-01,101.966859,0.000244,0.0,0.0,False
2026-02,103.032451,0.004772,0.0,0.0,False
